group2	family2	genus2	group	family	genus	subspecies	stage	taxa	ID	DIN	shortcode	levelAQEM	LINK	LINK_ID	levelLINK
Branchiobdellida Gen. sp.	Branchiobdellidae Gen. sp.	Branchiobdellidae Gen. sp.	Branchiobdellida	Branchiobdellidae	Branchiobdellidae	NA	NA	Branchiobdellidae Gen. sp.	16793	NA	brbdgen.	family	Branchiobdellida Gen. sp.	20000002	group
Branchiobdellida Gen. sp.	Branchiobdellidae Gen. sp.	Xironogiton sp.	Branchiobdellida	Branchiobdellidae	Xironogiton	NA	NA	Xironogiton instabilis	16787	NA	xiroinst	species	Branchiobdellida Gen. sp.	20000002	group
Branchiobdellida Gen. sp.	Branchiobdellidae Gen. sp.	Xironogiton sp.	Branchiobdellida	Branchiobdellidae	Xironogiton	NA	NA	Xironogiton sp.	16897	NA	xironosp	genus	Branchiobdellida Gen. sp.	20000002	group
Bryozoa Gen. sp.	Bryozoa Gen. sp.	Bryozoa Gen. sp.	Bryozoa	Bryozoa	Bryozoa	NA	NA	Bryozoa Gen. sp.	8851	1113	bryogen.	group	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Cristatellidae Gen. sp.	Cristatella sp.	Bryozoa	Cristatellidae	Cristatella	NA	NA	Cristatella mucedo	4815	1125	crismuce	species	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Cristatellidae Gen. sp.	Cristatella sp.	Bryozoa	Cristatellidae	Cristatella	NA	NA	Cristatella sp.	8944	NA	crissp.	genus	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Cristatellidae Gen. sp.	Cristatellidae Gen. sp.	Bryozoa	Cristatellidae	Cristatellidae	NA	NA	Cristatellidae Gen. sp.	14633	NA	crisgen.	family	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Electridae Gen. sp.	Electra sp.	Bryozoa	Electridae	Electra	NA	NA	Electra crustulenta	22096	1377	eleccrus	species	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Electridae Gen. sp.	Electra sp.	Bryozoa	Electridae	Electra	NA	NA	Electra sp.	22095	NA	electrsp	genus	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Electridae Gen. sp.	Electridae Gen. sp.	Bryozoa	Electridae	Electridae	NA	NA	Electridae Gen. sp.	22094	NA	elecgesp	family	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Fredericellidae Gen. sp.	Fredericella sp.	Bryozoa	Fredericellidae	Fredericella	NA	NA	Fredericella indica	19121	1378	fredindi	species	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Fredericellidae Gen. sp.	Fredericella sp.	Bryozoa	Fredericellidae	Fredericella	NA	NA	Fredericella sp.	8989	NA	fredsp.	genus	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Fredericellidae Gen. sp.	Fredericella sp.	Bryozoa	Fredericellidae	Fredericella	NA	NA	Fredericella sultana	5275	1018	fredsult	species	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Fredericellidae Gen. sp.	Fredericellidae Gen. sp.	Bryozoa	Fredericellidae	Fredericellidae	NA	NA	Fredericellidae Gen. sp.	14634	NA	fredgen.	family	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Lophopodidae Gen. sp.	Lophopodidae Gen. sp.	Bryozoa	Lophopodidae	Lophopodidae	NA	NA	Lophopodidae Gen. sp.	14635	NA	lophgen.	family	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Lophopodidae Gen. sp.	Lophopus sp.	Bryozoa	Lophopodidae	Lophopus	NA	NA	Lophopus crystallinus	5897	1204	lophcrys	species	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Lophopodidae Gen. sp.	Lophopus sp.	Bryozoa	Lophopodidae	Lophopus	NA	NA	Lophopus sp.	9076	NA	lophsp.	genus	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Lophopodidae Gen. sp.	Pectinatella sp.	Bryozoa	Lophopodidae	Pectinatella	NA	NA	Pectinatella magnifica	6353	1219	pectmagn	species	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Lophopodidae Gen. sp.	Pectinatella sp.	Bryozoa	Lophopodidae	Pectinatella	NA	NA	Pectinatella sp.	14640	NA	pectsp.	genus	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Paludicellidae Gen. sp.	Paludicella sp.	Bryozoa	Paludicellidae	Paludicella	NA	NA	Paludicella articulata	7815	1995	paluarti	species	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Paludicellidae Gen. sp.	Paludicella sp.	Bryozoa	Paludicellidae	Paludicella	NA	NA	Paludicella sp.	9126	NA	palusp.	genus	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Paludicellidae Gen. sp.	Paludicellidae Gen. sp.	Bryozoa	Paludicellidae	Paludicellidae	NA	NA	Paludicellidae Gen. sp.	14639	NA	palugen.	family	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Plumatellidae Gen. sp.	Hyalinella sp.	Bryozoa	Plumatellidae	Hyalinella	NA	NA	Hyalinella punctata	5493	1203	hyalpunc	species	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Plumatellidae Gen. sp.	Hyalinella sp.	Bryozoa	Plumatellidae	Hyalinella	NA	NA	Hyalinella sp.	9020	NA	hyalsp.	genus	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Plumatellidae Gen. sp.	Plumatella sp.	Bryozoa	Plumatellidae	Plumatella	NA	NA	Plumatella casmiana	6456	1379	plumcasm	species	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Plumatellidae Gen. sp.	Plumatella sp.	Bryozoa	Plumatellidae	Plumatella	NA	NA	Plumatella coralloides	19122	NA	plumcora	species	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Plumatellidae Gen. sp.	Plumatella sp.	Bryozoa	Plumatellidae	Plumatella	NA	NA	Plumatella emarginata	6457	1039	plumemar	species	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Plumatellidae Gen. sp.	Plumatella sp.	Bryozoa	Plumatellidae	Plumatella	NA	NA	Plumatella fructicosa	6458	1139	plumfruc	species	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Plumatellidae Gen. sp.	Plumatella sp.	Bryozoa	Plumatellidae	Plumatella	NA	NA	Plumatella fungosa	6459	1028	plumfung	species	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Plumatellidae Gen. sp.	Plumatella sp.	Bryozoa	Plumatellidae	Plumatella	NA	NA	Plumatella geimermassardi	21966	NA	plumgeim	species	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Plumatellidae Gen. sp.	Plumatella sp.	Bryozoa	Plumatellidae	Plumatella	NA	NA	Plumatella repens	6460	1022	plumrepe	species	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Plumatellidae Gen. sp.	Plumatella sp.	Bryozoa	Plumatellidae	Plumatella	NA	NA	Plumatella sp.	6461	1108	plumsp.	genus	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Plumatellidae Gen. sp.	Plumatellidae Gen. sp.	Bryozoa	Plumatellidae	Plumatellidae	NA	NA	Plumatellidae Gen. sp.	14642	NA	plumgen.	family	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Victorellidae Gen. sp.	Victorella sp.	Bryozoa	Victorellidae	Victorella	NA	NA	Victorella pavida	19125	1288	victpavi	species	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Victorellidae Gen. sp.	Victorella sp.	Bryozoa	Victorellidae	Victorella	NA	NA	Victorella sp.	19124	NA	victorsp	genus	Bryozoa Gen. sp.	8851	group
Bryozoa Gen. sp.	Victorellidae Gen. sp.	Victorellidae Gen. sp.	Bryozoa	Victorellidae	Victorellidae	NA	NA	Victorellidae Gen. sp.	19123	NA	victogen	family	Bryozoa Gen. sp.	8851	group
Cestoda Gen. sp.	Cestoda Gen. sp.	Cestoda Gen. sp.	Cestoda	Cestoda	Cestoda	NA	NA	Cestoda Gen. sp.	16791	1986	cestgesp	group	Cestoda Gen. sp.	16791	group
Cestoda Gen. sp.	Fascicolidae Gen. sp.	Fascicolidae Gen. sp.	Cestoda	Fascicolidae	Fascicolidae	NA	NA	Fascicolidae Gen. sp.	16816	NA	fascigen	family	Cestoda Gen. sp.	16791	group
Cestoda Gen. sp.	Fascicolidae Gen. sp.	Fasciola sp.	Cestoda	Fascicolidae	Fasciola	NA	NA	Fasciola hepatica	12326	NA	faschepa	species	Cestoda Gen. sp.	16791	group
Cestoda Gen. sp.	Fascicolidae Gen. sp.	Fasciola sp.	Cestoda	Fascicolidae	Fasciola	NA	NA	Fasciola sp.	14508	NA	fascsp.	genus	Cestoda Gen. sp.	16791	group
Cestoda Gen. sp.	Opistorchiidae Gen. sp.	Opisthorchis sp.	Cestoda	Opistorchiidae	Opisthorchis	NA	NA	Opisthorchis sp.	13570	NA	opissp.	genus	Cestoda Gen. sp.	16791	group
Cestoda Gen. sp.	Opistorchiidae Gen. sp.	Opistorchiidae Gen. sp.	Cestoda	Opistorchiidae	Opistorchiidae	NA	NA	Opistorchiidae Gen. sp.	16825	NA	opistgen	family	Cestoda Gen. sp.	16791	group
Cestoda Gen. sp.	Paramphistomatidae Gen. sp.	Paramphistomatidae Gen. sp.	Cestoda	Paramphistomatidae	Paramphistomatidae	NA	NA	Paramphistomatidae Gen. sp.	16827	NA	paramgen	family	Cestoda Gen. sp.	16791	group
Cestoda Gen. sp.	Paramphistomatidae Gen. sp.	Paramphistomum sp.	Cestoda	Paramphistomatidae	Paramphistomum	NA	NA	Paramphistomum sp.	13580	NA	parapsp.	genus	Cestoda Gen. sp.	16791	group
Coelenterata Gen. sp.	Bougainvilliidae Gen. sp.	Bougainvillia sp.	Coelenterata	Bougainvilliidae	Bougainvillia	NA	NA	Bougainvillia britannica	19118	5298	bougbrit	species	Coelenterata Gen. sp.	10632	group
Coelenterata Gen. sp.	Bougainvilliidae Gen. sp.	Bougainvillia sp.	Coelenterata	Bougainvilliidae	Bougainvillia	NA	NA	Bougainvillia sp.	19117	NA	bougaisp	genus	Coelenterata Gen. sp.	10632	group
Coelenterata Gen. sp.	Bougainvilliidae Gen. sp.	Bougainvilliidae Gen. sp.	Coelenterata	Bougainvilliidae	Bougainvilliidae	NA	NA	Bougainvilliidae Gen. sp.	14629	NA	bouggen.	family	Coelenterata Gen. sp.	10632	group
Coelenterata Gen. sp.	Bougainvilliidae Gen. sp.	Perigonimus sp.	Coelenterata	Bougainvilliidae	Perigonimus	NA	NA	Perigonimus sp.	10695	5284	perisp.	genus	Coelenterata Gen. sp.	10632	group
Coelenterata Gen. sp.	Clavidae Gen. sp.	Clavidae Gen. sp.	Coelenterata	Clavidae	Clavidae	NA	NA	Clavidae Gen. sp.	14649	NA	clavgen.	family	Coelenterata Gen. sp.	10632	group
Coelenterata Gen. sp.	Clavidae Gen. sp.	Cordylophora sp.	Coelenterata	Clavidae	Cordylophora	NA	NA	Cordylophora caspia	4743	5289	cordcasp	species	Coelenterata Gen. sp.	10632	group
Coelenterata Gen. sp.	Clavidae Gen. sp.	Cordylophora sp.	Coelenterata	Clavidae	Cordylophora	NA	NA	Cordylophora sp.	10501	NA	cordsp.	genus	Coelenterata Gen. sp.	10632	group
Coelenterata Gen. sp.	Coelenterata Gen. sp.	Coelenterata Gen. sp.	Coelenterata	Coelenterata	Coelenterata	NA	NA	Coelenterata Gen. sp.	10632	NA	coelgesp	group	Coelenterata Gen. sp.	10632	group
Coelenterata Gen. sp.	Hydridae Gen. sp.	Hydra sp.	Coelenterata	Hydridae	Hydra	NA	NA	Hydra attenuata	5500	5256	hydratte	species	Coelenterata Gen. sp.	10632	group
Coelenterata Gen. sp.	Hydridae Gen. sp.	Hydra sp.	Coelenterata	Hydridae	Hydra	NA	NA	Hydra braueri	12919	NA	hydrbrau	species	Coelenterata Gen. sp.	10632	group
Coelenterata Gen. sp.	Hydridae Gen. sp.	Hydra sp.	Coelenterata	Hydridae	Hydra	NA	NA	Hydra circumcincta	10459	5246	hydrcirc	species	Coelenterata Gen. sp.	10632	group
Coelenterata Gen. sp.	Hydridae Gen. sp.	Hydra sp.	Coelenterata	Hydridae	Hydra	NA	NA	Hydra graysoni	19119	NA	hydrgray	species	Coelenterata Gen. sp.	10632	group
Coelenterata Gen. sp.	Hydridae Gen. sp.	Hydra sp.	Coelenterata	Hydridae	Hydra	NA	NA	Hydra oligactis	5501	5937	hydrolig	species	Coelenterata Gen. sp.	10632	group
Coelenterata Gen. sp.	Hydridae Gen. sp.	Hydra sp.	Coelenterata	Hydridae	Hydra	NA	NA	Hydra oxycnida	12920	5677	hydroxyn	species	Coelenterata Gen. sp.	10632	group
Coelenterata Gen. sp.	Hydridae Gen. sp.	Hydra sp.	Coelenterata	Hydridae	Hydra	NA	NA	Hydra sp.	5502	5014	hydrasp	genus	Coelenterata Gen. sp.	10632	group
Coelenterata Gen. sp.	Hydridae Gen. sp.	Hydra sp.	Coelenterata	Hydridae	Hydra	NA	NA	Hydra viridissima	5503	5155	hydrvird	species	Coelenterata Gen. sp.	10632	group
Coelenterata Gen. sp.	Hydridae Gen. sp.	Hydra sp.	Coelenterata	Hydridae	Hydra	NA	NA	Hydra vulgaris	5504	5678	hydrvulg	species	Coelenterata Gen. sp.	10632	group
Coelenterata Gen. sp.	Hydridae Gen. sp.	Hydridae Gen. sp.	Coelenterata	Hydridae	Hydridae	NA	NA	Hydridae Gen. sp.	9354	NA	hydridge	family	Coelenterata Gen. sp.	10632	group
Coelenterata Gen. sp.	Hydridae Gen. sp.	Microhydra sp.	Coelenterata	Hydridae	Microhydra	NA	NA	Microhydra sowerbyi	12921	1098	micrsowe	species	Coelenterata Gen. sp.	10632	group
Coelenterata Gen. sp.	Hydridae Gen. sp.	Microhydra sp.	Coelenterata	Hydridae	Microhydra	NA	NA	Microhydra sp.	14557	NA	micrhysp	genus	Coelenterata Gen. sp.	10632	group
Coelenterata Gen. sp.	Hydrozoa Gen. sp.	Hydrozoa Gen. sp.	Coelenterata	Hydrozoa	Hydrozoa	NA	NA	Hydrozoa Gen. sp.	9247	5892	hyzoagen	family	Coelenterata Gen. sp.	10632	group
Coelenterata Gen. sp.	Olindiidae Gen. sp.	Craspedacusta sp.	Coelenterata	Olindiidae	Craspedacusta	NA	NA	Craspedacusta sowerbyi	19116	5673	crassowe	species	Coelenterata Gen. sp.	10632	group
Coelenterata Gen. sp.	Olindiidae Gen. sp.	Craspedacusta sp.	Coelenterata	Olindiidae	Craspedacusta	NA	NA	Craspedacusta sp.	19115	NA	craspesp	genus	Coelenterata Gen. sp.	10632	group
Coelenterata Gen. sp.	Olindiidae Gen. sp.	Olindiidae Gen. sp.	Coelenterata	Olindiidae	Olindiidae	NA	NA	Olindiidae Gen. sp.	16838	NA	olindgen	family	Coelenterata Gen. sp.	10632	group
Coelenterata Gen. sp.	Protohydridae Gen. sp.	Protohydra sp.	Coelenterata	Protohydridae	Protohydra	NA	NA	Protohydra leuckarti	16835	NA	protleuc	species	Coelenterata Gen. sp.	10632	group
Coelenterata Gen. sp.	Protohydridae Gen. sp.	Protohydra sp.	Coelenterata	Protohydridae	Protohydra	NA	NA	Protohydra sp.	16836	NA	protohsp	genus	Coelenterata Gen. sp.	10632	group
Coelenterata Gen. sp.	Protohydridae Gen. sp.	Protohydridae Gen. sp.	Coelenterata	Protohydridae	Protohydridae	NA	NA	Protohydridae Gen. sp.	16837	NA	protogen	family	Coelenterata Gen. sp.	10632	group
Coleoptera Gen. sp.	Apionidae Gen. sp.	Apion sp.	Coleoptera	Apionidae	Apion	NA	NA	Apion sp.	17508	NA	apiosp.1	genus	Apionidae Gen. sp.	17509	family
Coleoptera Gen. sp.	Apionidae Gen. sp.	Apion sp.	Coleoptera	Apionidae	Apion	NA	Ad.	Apion sp. Ad.	16900	NA	apiospad	genus	Apionidae Gen. sp.	17509	family
Coleoptera Gen. sp.	Apionidae Gen. sp.	Apion sp.	Coleoptera	Apionidae	Apion	NA	Lv.	Apion sp. Lv.	16903	NA	apiosplv	genus	Apionidae Gen. sp.	17509	family
Coleoptera Gen. sp.	Apionidae Gen. sp.	Apionidae Gen. sp.	Coleoptera	Apionidae	Apionidae	NA	NA	Apionidae Gen. sp.	17509	NA	apiogen1	family	Apionidae Gen. sp.	17509	family
Coleoptera Gen. sp.	Apionidae Gen. sp.	Apionidae Gen. sp.	Coleoptera	Apionidae	Apionidae	NA	Ad.	Apionidae Gen. sp. Ad.	16898	NA	apiogead	family	Apionidae Gen. sp.	17509	family
Coleoptera Gen. sp.	Apionidae Gen. sp.	Apionidae Gen. sp.	Coleoptera	Apionidae	Apionidae	NA	Lv.	Apionidae Gen. sp. Lv.	16901	NA	apiogelv	family	Apionidae Gen. sp.	17509	family
Coleoptera Gen. sp.	Apionidae Gen. sp.	Apioninae Gen. sp.	Coleoptera	Apionidae	Apioninae	NA	NA	Apioninae Gen. sp.	17510	NA	apigen.1	genus	Apionidae Gen. sp.	17509	family
Coleoptera Gen. sp.	Apionidae Gen. sp.	Apioninae Gen. sp.	Coleoptera	Apionidae	Apioninae	NA	Ad.	Apioninae Gen. sp. Ad.	16899	NA	apingead	genus	Apionidae Gen. sp.	17509	family
Coleoptera Gen. sp.	Apionidae Gen. sp.	Apioninae Gen. sp.	Coleoptera	Apionidae	Apioninae	NA	Lv.	Apioninae Gen. sp. Lv.	16902	NA	apingelv	genus	Apionidae Gen. sp.	17509	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Alticinae Gen. sp.	Coleoptera	Chrysomelidae	Alticinae	NA	NA	Alticinae Gen. sp.	19467	NA	altigen1	genus	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Alticinae Gen. sp.	Coleoptera	Chrysomelidae	Alticinae	NA	Ad.	Alticinae Gen. sp. Ad.	19468	NA	altgenag	genus	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Alticinae Gen. sp.	Coleoptera	Chrysomelidae	Alticinae	NA	Lv.	Alticinae Gen. sp. Lv.	19469	NA	altgenlv	genus	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Chrysomelidae Gen. sp.	Coleoptera	Chrysomelidae	Chrysomelidae	NA	NA	Chrysomelidae Gen. sp.	17633	20751	chrygen1	family	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Chrysomelidae Gen. sp.	Coleoptera	Chrysomelidae	Chrysomelidae	NA	Ad.	Chrysomelidae Gen. sp. Ad.	11141	NA	chyrgead	family	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Chrysomelidae Gen. sp.	Coleoptera	Chrysomelidae	Chrysomelidae	NA	Lv.	Chrysomelidae Gen. sp. Lv.	9445	NA	chyrgen.	family	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Chrysomelinae Gen. sp.	Coleoptera	Chrysomelidae	Chrysomelinae	NA	NA	Chrysomelinae Gen. sp.	17634	NA	chrgen.1	genus	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Chrysomelinae Gen. sp.	Coleoptera	Chrysomelidae	Chrysomelinae	NA	Ad.	Chrysomelinae Gen. sp. Ad.	17201	NA	chrygead	genus	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Chrysomelinae Gen. sp.	Coleoptera	Chrysomelidae	Chrysomelinae	NA	Lv.	Chrysomelinae Gen. sp. Lv.	17202	NA	chrygen.	genus	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	NA	Donacia aquatica	17710	20652	donaaqu1	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	Ad.	Donacia aquatica Ad.	15301	NA	donaaqad	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	Lv.	Donacia aquatica Lv.	15302	NA	donaaqlv	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	NA	Donacia aureocincta	17711	NA	donaaur1	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	Ad.	Donacia aureocincta Ad.	15303	NA	donaauad	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	Lv.	Donacia aureocincta Lv.	15304	NA	donaaulv	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	NA	Donacia bicolor	17712	20653	donabic1	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	Ad.	Donacia bicolor Ad.	15307	NA	donabiad	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	Lv.	Donacia bicolor Lv.	15308	NA	donabilv	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	NA	Donacia brevicornis	17713	20654	donabre1	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	Ad.	Donacia brevicornis Ad.	15309	NA	donabrad	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	Lv.	Donacia brevicornis Lv.	15310	NA	donabrlv	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	NA	Donacia brevitarsis	17714	20655	donbrev1	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	Ad.	Donacia brevitarsis Ad.	15305	NA	donabead	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	Lv.	Donacia brevitarsis Lv.	15306	NA	donabelv	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	NA	Donacia cinerea	17715	20656	donacin1	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	Ad.	Donacia cinerea Ad.	15311	NA	donaciad	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	Lv.	Donacia cinerea Lv.	15312	NA	donacilv	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	NA	Donacia clavipes	17716	20657	donacla1	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	Ad.	Donacia clavipes Ad.	15313	NA	donaclad	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	Lv.	Donacia clavipes Lv.	15314	NA	donacllv	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	NA	Donacia crassipes	17717	20658	donacra1	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	Ad.	Donacia crassipes Ad.	4996	NA	donacras	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	Lv.	Donacia crassipes Lv.	11144	NA	donacrad	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	NA	Donacia dentata	17718	20659	donaden1	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	Ad.	Donacia dentata Ad.	15315	NA	donadead	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	Lv.	Donacia dentata Lv.	15316	NA	donadelv	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	NA	Donacia impressa	17719	20660	donaimp1	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	Ad.	Donacia impressa Ad.	15317	NA	donaimad	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	Lv.	Donacia impressa Lv.	15318	NA	donaimlv	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	NA	Donacia marginata	17720	20662	donamar1	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	Ad.	Donacia marginata Ad.	15319	NA	donamaad	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	Lv.	Donacia marginata Lv.	15320	NA	donamalv	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	NA	Donacia obscura	17721	20663	donaobs1	species	Chrysomelidae Gen. sp.	17633	family
Coleoptera Gen. sp.	Chrysomelidae Gen. sp.	Donacia sp.	Coleoptera	Chrysomelidae	Donacia	NA	Ad.	Donacia obscura Ad.	15321	NA	donaobad	species	Chrysomelidae Gen. sp.	17633	family
